output,time_step,indicator,cor_value
AN,1,AN,0.7061688578113149
AN,1,BOD,0.06529349357612275
AN,1,COD,0.07616506841982099
AN,1,DO,0.06439041341963461
AN,1,pH,0.2300286555636746
AN,1,TP,0.2664690400712337
AN,1,WT,0.1291964839771776
AN,2,AN,0.6353539651110819
AN,2,BOD,0.06238376189957427
AN,2,COD,0.06345836160493445
AN,2,DO,0.07140139416357423
AN,2,pH,0.2180105300188811
AN,2,TP,0.2480447502564147
AN,2,WT,0.08288643116518117
AN,3,AN,0.5703541934758318
AN,3,BOD,0.06628735355987574
AN,3,COD,0.06804632752388369
AN,3,DO,0.11828752440893892
AN,3,pH,0.23545143468594468
AN,3,TP,0.23704405143734322
AN,3,WT,0.041017436589343564
AN,4,AN,0.5221261089108085
AN,4,BOD,0.08194960538955985
AN,4,COD,0.06897557213141957
AN,4,DO,0.18097196666966825
AN,4,pH,0.24112635281579384
AN,4,TP,0.23361658972816954
AN,4,WT,0.0960364107800312
AN,5,AN,0.47531261567933564
AN,5,BOD,0.0923938714001484
AN,5,COD,0.07515336313105096
AN,5,DO,0.238446809437173
AN,5,pH,0.2573068841138399
AN,5,TP,0.22939752017500742
AN,5,WT,0.15770112838928613
AN,6,AN,0.4676712601802177
AN,6,BOD,0.09462161700981912
AN,6,COD,0.07386335790572564
AN,6,DO,0.2606223961438565
AN,6,pH,0.26640171286037684
AN,6,TP,0.230568337416873
AN,6,WT,0.18803246285010145
AN,7,AN,0.47728475518015295
AN,7,BOD,0.08459109529464871
AN,7,COD,0.08283246618290262
AN,7,DO,0.2607066421571265
AN,7,pH,0.2656370466215107
AN,7,TP,0.23313450440299907
AN,7,WT,0.17758479222721013
AN,8,AN,0.4965223577585793
AN,8,BOD,0.06678799760533696
AN,8,COD,0.07964302777767358
AN,8,DO,0.2271123416044693
AN,8,pH,0.2578437426185237
AN,8,TP,0.23854212397551372
AN,8,WT,0.13030983052537634
AN,9,AN,0.5335075258409631
AN,9,BOD,0.05639671368419119
AN,9,COD,0.08785338945225905
AN,9,DO,0.16264512065811493
AN,9,pH,0.2539664021968475
AN,9,TP,0.25041261149975796
AN,9,WT,0.058862106023784666
AN,10,AN,0.5824613494385782
AN,10,BOD,0.049910252160844264
AN,10,COD,0.08218193128742336
AN,10,DO,0.10300783663276404
AN,10,pH,0.24105516433893856
AN,10,TP,0.25553714030952207
AN,10,WT,0.047162778306979763
AN,11,AN,0.6293139906078888
AN,11,BOD,0.06300457457506445
AN,11,COD,0.0807187443579366
AN,11,DO,0.06122493299419554
AN,11,pH,0.22647717054723
AN,11,TP,0.25917508442800524
AN,11,WT,0.10706141138726046
AN,12,AN,0.6497014940301282
AN,12,BOD,0.07681647313466905
AN,12,COD,0.07776791281233658
AN,12,DO,0.06353856481785211
AN,12,pH,0.2182199999250562
AN,12,TP,0.2544821038150478
AN,12,WT,0.14640439526503554
BOD,1,AN,0.07092118868463061
BOD,1,BOD,0.45177561261965204
BOD,1,COD,0.12006419920711021
BOD,1,DO,0.24937384988110453
BOD,1,pH,0.1234592264767103
BOD,1,TP,0.05940452337622495
BOD,1,WT,0.2368536256448322
BOD,2,AN,0.05664511573592773
BOD,2,BOD,0.3708512691207224
BOD,2,COD,0.10515228283877173
BOD,2,DO,0.2133906113021531
BOD,2,pH,0.11761967195405419
BOD,2,TP,0.060477082060549976
BOD,2,WT,0.20665253354107585
BOD,3,AN,0.04693805256392489
BOD,3,BOD,0.28537689192023835
BOD,3,COD,0.10677899430393074
BOD,3,DO,0.13231533152177347
BOD,3,pH,0.09611979966091858
BOD,3,TP,0.060379780748896605
BOD,3,WT,0.1284142782541962
BOD,4,AN,0.04476211083884278
BOD,4,BOD,0.23598930935516937
BOD,4,COD,0.10568116025508956
BOD,4,DO,0.042835649740160735
BOD,4,pH,0.07487859550205682
BOD,4,TP,0.057058318290256906
BOD,4,WT,0.0408538647394817
BOD,5,AN,0.06514189808182458
BOD,5,BOD,0.18672010651477622
BOD,5,COD,0.0984454672382564
BOD,5,DO,0.059725444977822964
BOD,5,pH,0.07855398206929558
BOD,5,TP,0.05639791191830274
BOD,5,WT,0.09024702031954246
BOD,6,AN,0.07672656917302298
BOD,6,BOD,0.1648986434371717
BOD,6,COD,0.10559858238976226
BOD,6,DO,0.12264517176563311
BOD,6,pH,0.0731124379237472
BOD,6,TP,0.057143051263104636
BOD,6,WT,0.1579205801750628
BOD,7,AN,0.09035834873279512
BOD,7,BOD,0.16254545008889448
BOD,7,COD,0.08365936420897235
BOD,7,DO,0.13662165251398908
BOD,7,pH,0.07479008998548427
BOD,7,TP,0.06340725527909527
BOD,7,WT,0.19413816519404523
BOD,8,AN,0.07650436514217962
BOD,8,BOD,0.20085269305134487
BOD,8,COD,0.08189313273349494
BOD,8,DO,0.10553311137409686
BOD,8,pH,0.07797410305158889
BOD,8,TP,0.06494858793807491
BOD,8,WT,0.1674052605100428
BOD,9,AN,0.07549936812075102
BOD,9,BOD,0.21228260901026078
BOD,9,COD,0.07722550005365364
BOD,9,DO,0.04957251022422514
BOD,9,pH,0.09482939362679561
BOD,9,TP,0.062237365368977934
BOD,9,WT,0.1023228804335002
BOD,10,AN,0.056088813105384695
BOD,10,BOD,0.25259374033286863
BOD,10,COD,0.09672952961521339
BOD,10,DO,0.06329537770988426
BOD,10,pH,0.08845663354532446
BOD,10,TP,0.05872909050733877
BOD,10,WT,0.0392539517310006
BOD,11,AN,0.05608423237502036
BOD,11,BOD,0.2758545513670231
BOD,11,COD,0.09498585722298523
BOD,11,DO,0.14800340901682266
BOD,11,pH,0.10468766461895837
BOD,11,TP,0.05790808305993288
BOD,11,WT,0.11554550460634247
BOD,12,AN,0.07210488551481677
BOD,12,BOD,0.32782751443196056
BOD,12,COD,0.09675105436708538
BOD,12,DO,0.22260732032214994
BOD,12,pH,0.11655382530231366
BOD,12,TP,0.07059776965099414
BOD,12,WT,0.19701186299762882
COD,1,AN,0.10143138368721072
COD,1,BOD,0.11529936570751474
COD,1,COD,0.6770203391932982
COD,1,DO,0.1222809364000137
COD,1,pH,0.07911793395708155
COD,1,TP,0.31037578528996324
COD,1,WT,0.13808329257851862
COD,2,AN,0.09945028736061154
COD,2,BOD,0.11903704937626053
COD,2,COD,0.607582924036709
COD,2,DO,0.10570878954838123
COD,2,pH,0.07867155136569895
COD,2,TP,0.3007266877121245
COD,2,WT,0.10884443560165992
COD,3,AN,0.09655995492289585
COD,3,BOD,0.10361020432542395
COD,3,COD,0.5284973646701678
COD,3,DO,0.07787636290276473
COD,3,pH,0.07366148622615329
COD,3,TP,0.2955367246355579
COD,3,WT,0.06675509760925896
COD,4,AN,0.08695203466741112
COD,4,BOD,0.10138195345191098
COD,4,COD,0.49283345278968543
COD,4,DO,0.06351105731753877
COD,4,pH,0.0736654617073063
COD,4,TP,0.27915855911482956
COD,4,WT,0.05005818071783191
COD,5,AN,0.07936218499823612
COD,5,BOD,0.10025636771054221
COD,5,COD,0.4549858076705987
COD,5,DO,0.05482358447082006
COD,5,pH,0.07425695080451748
COD,5,TP,0.2736317307675054
COD,5,WT,0.07210949399339356
COD,6,AN,0.07505151557183068
COD,6,BOD,0.09605506178442264
COD,6,COD,0.45077041084953584
COD,6,DO,0.06013980447878758
COD,6,pH,0.06862348535565892
COD,6,TP,0.26534137874824015
COD,6,WT,0.09136014342157456
COD,7,AN,0.06738535003216682
COD,7,BOD,0.09866621531546328
COD,7,COD,0.4365269384254834
COD,7,DO,0.062257832945344926
COD,7,pH,0.07450716695689158
COD,7,TP,0.2558909493669703
COD,7,WT,0.08914772979916538
COD,8,AN,0.06458105336024868
COD,8,BOD,0.0770859642025129
COD,8,COD,0.4554307462551505
COD,8,DO,0.05034611032093355
COD,8,pH,0.08108282858798371
COD,8,TP,0.2539080580623217
COD,8,WT,0.05518899217976991
COD,9,AN,0.06458385797104803
COD,9,BOD,0.07494404850665905
COD,9,COD,0.4726898028299186
COD,9,DO,0.05431644834858203
COD,9,pH,0.07743131037312041
COD,9,TP,0.2617089038156852
COD,9,WT,0.028872988152151474
COD,10,AN,0.06390563228894218
COD,10,BOD,0.0730435710802678
COD,10,COD,0.5031530888186423
COD,10,DO,0.07279022378809727
COD,10,pH,0.08079721602427256
COD,10,TP,0.2668953494089082
COD,10,WT,0.06991015975124726
COD,11,AN,0.07140380886502512
COD,11,BOD,0.07207268358672503
COD,11,COD,0.5376597522892338
COD,11,DO,0.09792611680840702
COD,11,pH,0.09035138904450614
COD,11,TP,0.27676013721046944
COD,11,WT,0.11100427252145077
COD,12,AN,0.07715441379129492
COD,12,BOD,0.08668443965421736
COD,12,COD,0.5643426711632727
COD,12,DO,0.11674220445715751
COD,12,pH,0.08918819844919346
COD,12,TP,0.28917836283103854
COD,12,WT,0.13754117187679296
DO,1,AN,0.06426448902501596
DO,1,BOD,0.14600592568442064
DO,1,COD,0.08509153301058986
DO,1,DO,0.7237106474584076
DO,1,pH,0.19112088997325094
DO,1,TP,0.09702182859484418
DO,1,WT,0.6783538048717148
DO,2,AN,0.10214243728607715
DO,2,BOD,0.05290867928053384
DO,2,COD,0.0581209526018568
